0 -nan -nan -nan 1850.59 1850.59 1850.59 
9979 0 -1848.88 0 -1850.59 -1850.59 -1850.59 
10027 0 -1840.03 0 -1850.59 -1850.59 -1850.59 
9994 0 -1840.1 0 -1850.59 -1850.59 -1850.59 
10024 0 -1837.59 0 -1850.59 -1850.59 -1850.59 
9981 0 -1839.5 0 -1850.59 -1850.59 -1850.59 
10024 0 -1834.6 0 -1850.59 -1850.59 -1850.59 
9993 0 -1840.29 0 -1850.59 -1850.59 -1850.59 
10000 0 -1839 0 -1850.59 -1850.59 -1850.59 
10019 0 -1829.52 0 -1850.59 -1850.59 -1850.59 
9995 0 -1839.92 0 -1850.59 -1850.59 -1850.59 
9994 0 -1840.1 0 -1850.59 -1850.59 -1850.59 
9992 0 -1837.47 0 -1850.59 -1850.59 -1850.59 
9973 0 -1840.97 0 -1850.59 -1850.59 -1850.59 
10032 0 -1833.13 0 -1850.59 -1850.59 -1850.59 
9992 0 -1840.47 0 -1850.59 -1850.59 -1850.59 
9997 0 -1842.55 0 -1850.59 -1850.59 -1850.59 
10013 0 -1839.61 0 -1850.59 -1850.59 -1850.59 
9964 0 -1845.64 0 -1850.59 -1850.59 -1850.59 
